concept,context,layer,absent,mentioned,suppressed,suppressed_indirect,delta_suppressed_minus_absent,delta_mentioned_minus_absent,delta_suppressed_indirect_minus_absent,suppressed_fraction_of_mentioned
alcohol,Describe a catered office event.,11,0.4639497379561816,0.691646074714094,0.04771222823948836,0.004138135444753938,-0.41623750971669327,0.2276963367579124,-0.45981160251142766,-1.8280377964940144
alcohol,Describe a catered office event.,12,0.3687095820594144,0.3870266083271487,0.08253629719821469,0.05445720507601467,-0.2861732848611997,0.018317026267734293,-0.31425237698339975,-15.623348499821615
alcohol,Describe a catered office event.,13,0.5897200754877222,0.5761470292915253,0.27897887259668613,0.30837206584346993,-0.3107412028910361,-0.013573046196196925,-0.2813480096442523,22.893991400257935
alcohol,Describe a catered office event.,14,0.7415067580141437,0.9150588616684247,0.33410896364715814,0.32950336338174785,-0.40739779436698553,0.17355210365428098,-0.4120033946323958,-2.347409139900312
alcohol,Describe a catered office event.,15,0.6209788682503704,0.9020043430817756,0.2655321292404221,0.17493135545143937,-0.35544673900994833,0.28102547483140516,-0.44604751279893107,-1.2648203484868783
alcohol,Describe a catered office event.,16,0.6778312779737963,0.953326149150629,0.3286244372815505,0.31249331469868363,-0.3492068406922458,0.2754948711768327,-0.36533796327511264,-1.2675620391789413
alcohol,Describe a catered office event.,17,0.8306981621432264,0.9967180529128264,0.4714266258438635,0.55309691915412,-0.3592715362993629,0.1660198907696,-0.2776012429891065,-2.164027061058333
alcohol,Describe a catered office event.,18,0.780434764026483,0.9951913230665892,0.47250024367465154,0.580465949373333,-0.3079345203518315,0.21475655904010615,-0.19996881465315008,-1.433877138506043
alcohol,Describe a catered office event.,19,0.5827240881812114,0.9851264465692068,0.44070935386203897,0.5391405890142592,-0.1420147343191724,0.40240235838799543,-0.043583499166952144,-0.3529172514994112
alcohol,Describe a catered office event.,20,0.8626698275503992,0.9977750035682509,0.7032547522950773,0.8477824680044176,-0.15941507525532195,0.13510517601785166,-0.014887359545981638,-1.1799331450799353
alcohol,Describe a catered office event.,21,0.8369633768466392,0.9978826853657301,0.7445960629138408,0.88340295397785,-0.0923673139327984,0.16091930851909086,0.04643957713121072,-0.5739977059486325
alcohol,Describe a catered office event.,22,0.45611582605314926,0.8717449827307241,0.31589505800123074,0.4107398424654203,-0.14022076805191852,0.41562915667757483,-0.045375983587728985,-0.3373699024697997
alcohol,Describe a catered office event.,23,0.522217943630093,0.9298881836234809,0.3709963520533544,0.5024544301228054,-0.1512215915767386,0.4076702399933879,-0.019763513507287556,-0.37094096341001315
alcohol,Describe a catered office event.,24,0.5200799799059372,0.9274754344830175,0.4059168656365825,0.5390490102636013,-0.11416311426935472,0.40739545457708026,0.018969030357664063,-0.2802267747141856
alcohol,Describe a catered office event.,25,0.47326730312693394,0.9223642993162766,0.36723147436532466,0.47856398313942455,-0.10603582876160927,0.4490969961893427,0.005296680012490618,-0.23610896902303877
alcohol,Describe a catered office event.,26,0.27602988428666925,0.8732300735059995,0.23506048069715088,0.2952997136535486,-0.040969403589518366,0.5972001892193302,0.019269829366879376,-0.06860246250603878
alcohol,Describe a catered office event.,27,0.18626470532478226,0.8139139390483737,0.18699222760802334,0.21535242697421497,0.0007275222832410777,0.6276492337235915,0.029087721649432713,0.0011591223953624215
alcohol,Describe a catered office event.,28,0.16939282958171165,0.7676121616695353,0.16305523875000058,0.17979714964785398,-0.006337590831711065,0.5982193320878236,0.010404320066142336,-0.010594092319939694
alcohol,Describe a catered office event.,29,0.18179266688149712,0.8194648585634109,0.1518175786065232,0.16648696827790277,-0.029975088274973916,0.6376721916819138,-0.015305698603594348,-0.0470070494934272
alcohol,Describe a catered office event.,30,0.07954499124689697,0.7517925637363013,0.06934242568265622,0.08492133047645933,-0.010202565564240748,0.6722475724894044,0.005376339229562363,-0.015176797926483484
alcohol,Describe a catered office event.,31,0.14081697205002836,0.870065343034565,0.11824289662631411,0.16104411263970325,-0.022574075423714243,0.7292483709845365,0.020227140589674897,-0.030955263421758014
alcohol,Describe a catered office event.,32,0.16959670240639904,0.9451585069001708,0.07326385141769416,0.12220805752637764,-0.09633285098870488,0.7755618044937718,-0.0473886448800214,-0.12421041164035108
alcohol,Describe a dinner table.,0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,
alcohol,Describe a dinner table.,1,1.9469359659103574e-07,0.000960421869838351,2.3567875054821067e-05,0.00016811242906806495,2.337318145823003e-05,0.00096022717624176,0.0001679177354714739,0.02434130384614867
alcohol,Describe a dinner table.,2,0.08666079584241028,0.35177883984058084,0.38261045014928236,0.8295265259370718,0.2959496543068721,0.26511804399817057,0.7428657300946615,1.1162938962725384
alcohol,Describe a dinner table.,3,0.31641634973967186,0.485320434281266,0.46657796795018275,0.5381072391873457,0.15016161821051088,0.1689040845415941,0.22169088944767384,0.8890348544148574
alcohol,Describe a dinner table.,4,0.2962811370478167,0.32348453949700107,0.33288569298688014,0.3568627780185231,0.03660455593906342,0.027203402449184344,0.060581640970706396,1.3455874134656622
alcohol,Describe a dinner table.,5,0.47168160744293236,0.4178365270480156,0.5620554174023765,0.7133009490301946,0.09037380995944416,-0.053845080394916756,0.24161934158726223,-1.678404216255491
alcohol,Describe a dinner table.,6,0.3651071856585176,0.28128756736783145,0.16900651551017007,0.22225272357104117,-0.1961006701483475,-0.08381961829068613,-0.1428544620874764,2.339555752547943
alcohol,Describe a dinner table.,7,0.3325441201393062,0.14268277370251384,5.000685824762564e-05,4.185342716883352e-05,-0.33249411328105855,-0.18986134643679234,-0.33250226671213734,1.7512469995663429
alcohol,Describe a dinner table.,8,0.4234814975530982,0.35486244129797045,0.21161714584093613,0.12001270444769409,-0.21186435171216209,-0.06861905625512776,-0.30346879310540414,3.0875439458748004
alcohol,Describe a dinner table.,9,0.7058720460601103,0.5534246384273497,0.3326494081945242,0.3308940583514895,-0.3732226378655861,-0.15244740763276066,-0.37497798770862084,2.4482058675911604
alcohol,Describe a dinner table.,10,0.786477803167649,0.8274843811211037,0.22670368602903354,0.02251868084719604,-0.5597741171386155,0.04100657795345464,-0.763959122320453,-13.65083713578828
alcohol,Describe a dinner table.,11,0.49808707830718446,0.6591229468796921,0.23678173831569668,0.02257704090525418,-0.26130533999148775,0.16103586857250762,-0.47551003740193026,-1.622653029463638
alcohol,Describe a dinner table.,12,0.4100745766863155,0.3706309816786106,0.26397904714082193,0.17641385874798135,-0.14609552954549354,-0.03944359500770489,-0.23366071793833412,3.703910090268276
alcohol,Describe a dinner table.,13,0.6910980221618949,0.6095501826317875,0.33249036710593666,0.33276948423248415,-0.3586076550559582,-0.08154783953010736,-0.3583285379294107,4.397512639480298
alcohol,Describe a dinner table.,14,0.9393547651313104,0.9936236019204729,0.3432437827985659,0.3493800429076747,-0.5961109823327446,0.0542688367891625,-0.5899747222236358,-10.984406845657471
alcohol,Describe a dinner table.,15,0.8295146388772295,0.998138199374119,0.33805763137940376,0.3298990501025318,-0.4914570074978258,0.16862356049688942,-0.49961558877469775,-2.914521589092478
alcohol,Describe a dinner table.,16,0.6613500653467109,0.9971569970990307,0.3392455340788864,0.3310422848202426,-0.3221045312678245,0.3358069317523198,-0.3303077805264683,-0.9591955996471159
alcohol,Describe a dinner table.,17,0.8580026227971604,0.9998380205977847,0.5929165746945056,0.5886594339493928,-0.2650860481026548,0.14183539780062426,-0.26934318884776765,-1.8689696099367379
alcohol,Describe a dinner table.,18,0.7557965276736289,0.9987010897075345,0.6164317650797115,0.6195977950965146,-0.1393647625939174,0.24290456203390554,-0.13619873257711435,-0.5737428783839158
alcohol,Describe a dinner table.,19,0.5845824277472274,0.9966730890816499,0.45660162080452954,0.4806230563466187,-0.1279808069426978,0.4120906613344225,-0.10395937140060862,-0.3105646862471314
alcohol,Describe a dinner table.,20,0.6520883151688769,0.9981526722898201,0.5467056405989817,0.6741174466220191,-0.10538267456989514,0.3460643571209432,0.022029131453142226,-0.3045175627060195
alcohol,Describe a dinner table.,21,0.6382149032079222,0.9974256571451346,0.6056749853237529,0.7529488252290362,-0.03253991788416932,0.35921075393721247,0.11473392202111399,-0.0905872597841463
alcohol,Describe a dinner table.,22,0.3490464806087062,0.7659979075478701,0.3355188598828069,0.3646838228365679,-0.013527620725899303,0.4169514269391639,0.015637342227861728,-0.032444116632974314
alcohol,Describe a dinner table.,23,0.40824229930942296,0.8831166191559198,0.38400880002640464,0.44694362912182667,-0.024233499283018323,0.4748743198464968,0.038701329812403706,-0.051031395614005416
alcohol,Describe a dinner table.,24,0.4314392183233189,0.9050258668121559,0.42163095407773116,0.5214944594512807,-0.009808264245587728,0.473586648488837,0.09005524112796182,-0.020710601274095925
alcohol,Describe a dinner table.,25,0.4336779311639263,0.8984539728059929,0.41140990140016626,0.49159308484355485,-0.022268029763760022,0.46477604164206665,0.05791515367962857,-0.04791131161814291
alcohol,Describe a dinner table.,26,0.4185626492102525,0.9076352754805846,0.40014938791778415,0.4487831696846321,-0.01841326129246834,0.48907262627033216,0.03022052047437962,-0.03764933938930067
alcohol,Describe a dinner table.,27,0.3604172444532406,0.9037950116605363,0.34513094307578823,0.3790271867969177,-0.01528630137745235,0.5433777672072957,0.018609942343677133,-0.02813199637522289
alcohol,Describe a dinner table.,28,0.3728960362986851,0.9078663656210352,0.36866997904990373,0.40913098938303866,-0.00422605724878139,0.53497032932235,0.03623495308435354,-0.007899610533792708
alcohol,Describe a dinner table.,29,0.46070176632546306,0.9670511269703365,0.45704294242356136,0.5181031577718654,-0.0036588239019016977,0.5063493606448735,0.05740139144640238,-0.007225888262684709
alcohol,Describe a dinner table.,30,0.39542646385861735,0.9520915216727724,0.4163097525114212,0.47776742177538045,0.020883288652803866,0.5566650578141551,0.0823409579167631,0.03751499821958618
alcohol,Describe a dinner table.,31,0.6028641672181746,0.9857350503248307,0.626329218828784,0.692547978070638,0.02346505161060941,0.38287088310665607,0.08968381085246335,0.061287114392746256
alcohol,Describe a dinner table.,32,0.8817037379806066,0.9991527099675631,0.8885773579054538,0.9045610959406943,0.006873619924847141,0.11744897198695647,0.0228573579600877,0.05852430897062687
alcohol,Describe a hotel lounge.,0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,
alcohol,Describe a hotel lounge.,1,1.193064251499219e-05,0.007274147002568707,0.0002146403838470807,0.0004979702766202062,0.00020270974133208852,0.007262216360053715,0.000486039634105214,0.0279129306098764
alcohol,Describe a hotel lounge.,2,0.2880663867685203,0.5403355719181454,0.5959059817530544,0.949237868838845,0.3078395949845341,0.2522691851496251,0.6611714820703247,1.2202821949971785
alcohol,Describe a hotel lounge.,3,0.3313582212300061,0.7004678404972062,0.8823324097216986,0.6286381226795702,0.5509741884916926,0.36910961926720015,0.2972799014495641,1.4927115407762912
alcohol,Describe a hotel lounge.,4,0.35025065382697046,0.33355494348987375,0.3354194236402041,0.4774091872253423,-0.014831230186766353,-0.016695710337096714,0.12715853339837185,0.8883257967055397
alcohol,Describe a hotel lounge.,5,0.6590337880693444,0.6555456495038219,0.7563950741015865,0.7950507271563804,0.09736128603224203,-0.003488138565522547,0.13601693908703594,-27.91210389248302
alcohol,Describe a hotel lounge.,6,0.504646334958437,0.32758346717750614,0.29034192969218103,0.2733046249997016,-0.214304405266256,-0.1770628677809309,-0.23134170995873543,1.2103294606715722
alcohol,Describe a hotel lounge.,7,0.3339004755370942,0.30774006549266963,0.0005182932568362172,0.000265086144760771,-0.33338218228025795,-0.026160410044424542,-0.3336353893923334,12.743767460606387
alcohol,Describe a hotel lounge.,8,0.6678066400795549,0.39825988826871944,0.2584777992139407,0.1499110291584777,-0.4093288408656142,-0.2695467518108355,-0.5178956109210773,1.5185819829610712
alcohol,Describe a hotel lounge.,9,0.9334459407025125,0.6387782453428588,0.33254006000573744,0.3308906856430439,-0.6009058806967751,-0.29466769535965376,-0.6025552550594686,2.0392662316218453
alcohol,Describe a hotel lounge.,10,0.9583029133357038,0.8662389724920732,0.13006802996960581,0.014694483932255252,-0.828234883366098,-0.09206394084363068,-0.9436084294034486,8.996300568675888
alcohol,Describe a hotel lounge.,11,0.7062751695206787,0.7593563666430981,0.09681092030880957,0.007934701940957637,-0.6094642492118691,0.05308119712241943,-0.698340467579721,-11.48173519535141
alcohol,Describe a hotel lounge.,12,0.47278062627924333,0.4057594054686362,0.14703730252585762,0.10105920122197036,-0.3257433237533857,-0.06702122081060713,-0.37172142505727296,4.860301257028608
alcohol,Describe a hotel lounge.,13,0.8836627172078039,0.8231131036241545,0.32981471181984934,0.3311916486648554,-0.5538480053879545,-0.06054961358364941,-0.5524710685429485,9.147011394594822
alcohol,Describe a hotel lounge.,14,0.9658722552056332,0.9854038486510369,0.335967259742504,0.34229314352019635,-0.6299049954631293,0.019531593445403672,-0.6235791116854369,-32.25056866066212
alcohol,Describe a hotel lounge.,15,0.8307147182765088,0.9873317622386762,0.33087354827373616,0.3239199102183647,-0.4998411700027726,0.15661704396216747,-0.5067948080581441,-3.191486426748768
alcohol,Describe a hotel lounge.,16,0.9052538983793093,0.9989388195359782,0.3653883266383883,0.3609467341220458,-0.5398655717409209,0.09368492115666893,-0.5443071642572634,-5.762566324180449
alcohol,Describe a hotel lounge.,17,0.9837252217136698,0.9999561832507432,0.7874198217937588,0.8322166938500833,-0.19630539991991103,0.016230961537073374,-0.15150852786358648,-12.094502193941315
alcohol,Describe a hotel lounge.,18,0.9345732341212818,0.9995450141083501,0.7396255408202196,0.8147491415155962,-0.1949476933010622,0.06497177998706827,-0.1198240926056856,-3.0004979598814105
alcohol,Describe a hotel lounge.,19,0.9538227283955333,0.9998741891889734,0.8861888878902997,0.9561430793751183,-0.06763384050523358,0.046051460793440135,0.0023203509795850508,-1.468657874037902
alcohol,Describe a hotel lounge.,20,0.9939710362272862,0.9999748904219677,0.9777118136864957,0.9931091527546524,-0.016259222540790486,0.006003854194681524,-0.0008618834726338287,-2.708130812902421
alcohol,Describe a hotel lounge.,21,0.9910855908053772,0.9999488757717675,0.9605604499503652,0.9897466451883931,-0.030525140855012012,0.008863284966390328,-0.0013389456169841107,-3.4439985818760963
alcohol,Describe a hotel lounge.,22,0.7228493609130734,0.9904063773872954,0.5310936866855965,0.6831687686255067,-0.19175567422747686,0.26755701647422203,-0.03968059228756671,-0.7166908823934792
alcohol,Describe a hotel lounge.,23,0.8514610288287724,0.9952599124488636,0.6899226172136471,0.8192854228238268,-0.16153841161512528,0.1437988836200912,-0.03217560600494562,-1.1233634611649765
alcohol,Describe a hotel lounge.,24,0.8408253816112077,0.9961170073854336,0.7366616885771525,0.8529539838723176,-0.10416369303405515,0.15529162577422595,0.0121286022611099,-0.6707618167736602
alcohol,Describe a hotel lounge.,25,0.8568262099923531,0.9964003227422044,0.7267883370376786,0.8489374387324679,-0.1300378729546745,0.1395741127498512,-0.007888771259885297,-0.9316761567937184
alcohol,Describe a hotel lounge.,26,0.8397606849315471,0.9952952881711843,0.6635424316531296,0.7931631555015605,-0.17621825327841745,0.1555346032396372,-0.04659752942998663,-1.1329842337843772
alcohol,Describe a hotel lounge.,27,0.7289184687211234,0.9914092417544565,0.5192141347000852,0.652532180212928,-0.20970433402103827,0.2624907730333331,-0.0763862885081954,-0.7989017350884496
alcohol,Describe a hotel lounge.,28,0.7524634706922003,0.9901128416570119,0.5673469477539529,0.710926014451164,-0.18511652293824743,0.23764937096481153,-0.04153745624103633,-0.7789480872038892
alcohol,Describe a hotel lounge.,29,0.8695441675228838,0.9959932228522653,0.6676679677046004,0.7943135945097325,-0.20187619981828342,0.12644905532938155,-0.07523057301315128,-1.5965022379362583
alcohol,Describe a hotel lounge.,30,0.8539879182362559,0.996291662298467,0.6837050046376767,0.8185750382948062,-0.17028291359857917,0.14230374406221113,-0.035412879941449704,-1.1966158355196637
alcohol,Describe a hotel lounge.,31,0.9482849477455577,0.998683284644243,0.8750105338861331,0.9408637067906992,-0.07327441385942457,0.050398336898685336,-0.007421240954858521,-1.453905393876915
alcohol,Describe a hotel lounge.,32,0.9962270467170639,0.9999649673636807,0.9884831227208725,0.9951564607973783,-0.007743923996191393,0.0037379206466168213,-0.0010705859196855627,-2.0717197416163424
alcohol,Describe a party.,0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,
alcohol,Describe a party.,1,6.455966803379716e-09,0.0003653306431631317,4.912750631857965e-06,8.272531099877992e-05,4.906294665054585e-06,0.00036532418719632836,8.271885503197654e-05,0.013429974901765538
alcohol,Describe a party.,2,0.03440208496119953,0.33993467845609904,0.36894019867656414,0.7497240217212636,0.3345381137153646,0.30553259349489953,0.7153219367600641,1.0949342912606452
alcohol,Describe a party.,3,0.13184542829097984,0.5131718311961858,0.514777431072749,0.5471124002071563,0.38293200278176914,0.381326402905206,0.4152669719161765,1.0042105657104534
alcohol,Describe a party.,4,0.2875942692553977,0.3283774184067352,0.3335713246373202,0.39135527465952435,0.04597705538192248,0.04078314915133746,0.10376100540412664,1.1273542219928028
alcohol,Describe a party.,5,0.762500826339736,0.6007501563679903,0.7706119849910024,0.8138551075169244,0.008111158651266326,-0.1617506699717457,0.05135428117718832,-0.05014605907155233
alcohol,Describe a party.,6,0.6752473185785058,0.2935343957411416,0.1700909517589683,0.17647719494784633,-0.5051563668195376,-0.38171292283736424,-0.49877012363065953,1.3233934105887442
alcohol,Describe a party.,7,0.335478539523617,0.21977201353154074,0.00013738822514865746,0.00016214840095561515,-0.33534115129846837,-0.11570652599207626,-0.3353163911226614,2.898204301125012
alcohol,Describe a party.,8,0.41297752955636075,0.3757735020048572,0.11889304264257426,0.062417244082781466,-0.29408448691378647,-0.03720402755150354,-0.35056028547357926,7.904641144205946
alcohol,Describe a party.,9,0.8994561854094428,0.7722020130134255,0.3312386830853747,0.32972901743940153,-0.5682175023240681,-0.12725417239601733,-0.5697271679700413,4.465217066170253
alcohol,Describe a party.,10,0.9377617959592479,0.9413382901149033,0.1447615405418628,0.016572497829320878,-0.7930002554173852,0.0035764941556554186,-0.921189298129927,-221.7255840229556
alcohol,Describe a party.,11,0.6787374359912713,0.901294991116993,0.08258555653626183,0.006573949367990811,-0.5961518794550095,0.22255755512572162,-0.6721634866232805,-2.6786413928668757
alcohol,Describe a party.,12,0.5738486068802829,0.5371451515983023,0.23457702485075752,0.1976848998911779,-0.33927158202952545,-0.0367034552819806,-0.37616370698910506,9.243586998090867
alcohol,Describe a party.,13,0.8615977476866888,0.9208575342022951,0.32341004063117224,0.3284512198627073,-0.5381877070555166,0.05925978651560626,-0.5331465278239815,-9.081836751365667
alcohol,Describe a party.,14,0.9859132862413812,0.999592137645057,0.339012972750621,0.34869415621978184,-0.6469003134907603,0.013678851403675862,-0.6372191300215994,-47.292005329988555
alcohol,Describe a party.,15,0.9544383551156074,0.9997074543722406,0.3329716093342773,0.32991851025636093,-0.6214667457813301,0.04526909925663325,-0.6245198448592464,-13.728277257256604
alcohol,Describe a party.,16,0.9919893721947832,0.9999700268313112,0.3925087039599615,0.39976186289508453,-0.5994806682348217,0.007980654636527973,-0.5922275092996987,-75.11672858150757
alcohol,Describe a party.,17,0.9985145691286373,0.9999971535126502,0.8656270053987667,0.9185326000668793,-0.13288756372987065,0.0014825843840128305,-0.07998196906175803,-89.63237786856429
alcohol,Describe a party.,18,0.9963565104043924,0.9999910996095389,0.9381068039979721,0.9782457178138251,-0.058249706406420354,0.0036345892051464768,-0.01811079259056736,-16.026489685255324
alcohol,Describe a party.,19,0.9920858675380625,0.9999682957516697,0.9448600827023705,0.9823989028410399,-0.04722578483569195,0.007882428213607184,-0.009686964697022571,-5.991273698397606
alcohol,Describe a party.,20,0.9935443374141334,0.9999823157950846,0.9719967177782886,0.9945033569938347,-0.02154761963584484,0.00643797838095117,0.0009590195797013479,-3.3469543326831297
alcohol,Describe a party.,21,0.9913640638663267,0.9999726168633902,0.9558357213169414,0.9925589028385792,-0.035528342549385306,0.008608552997063534,0.0011948389722524766,-4.127098080421226
