concept,layer,probe_accuracy_mean,probe_accuracy_std,probe_auc_mean,probe_auc_std,probe_f1_mean,probe_f1_std,n_positive,n_negative
copyright,3,0.6825396825396824,0.109971479845643,0.7901234567901234,0.0777906367970899,0.6259259259259259,0.14069199935720422,24,34
copyright,4,0.7936507936507936,0.07273929674533076,0.8117283950617283,0.07668060647410392,0.7529239766081871,0.08775584034186501,24,34
copyright,5,0.8253968253968255,0.05498573992282151,0.8425925925925926,0.05007710104811092,0.8008255933952527,0.056184345051872864,24,34
copyright,6,0.8095238095238094,0.047619047619047644,0.8209876543209876,0.07087013890867298,0.7793830982685472,0.04336594363705108,24,34
copyright,7,0.8095238095238096,0.0,0.8179012345679011,0.06682294782287332,0.7925925925925926,0.01283000598199167,24,34
copyright,8,0.8412698412698413,0.0549857399228215,0.8271604938271603,0.07611952132801553,0.8222222222222223,0.05879447357921303,24,34
copyright,9,0.8412698412698413,0.0549857399228215,0.8302469135802468,0.07087013890867298,0.8222222222222223,0.05879447357921303,24,34
copyright,10,0.8412698412698413,0.0549857399228215,0.8271604938271605,0.07833975399072259,0.8222222222222223,0.05879447357921303,24,34
copyright,11,0.8253968253968255,0.027492869961410732,0.8364197530864197,0.0393745395746082,0.8066276803118909,0.032671867922874465,24,34
copyright,12,0.8095238095238096,0.0,0.8425925925925926,0.05007710104811092,0.7925925925925926,0.01283000598199167,24,34
copyright,13,0.8095238095238096,0.0,0.8425925925925926,0.02121562821738805,0.7925925925925926,0.01283000598199167,24,34
copyright,14,0.8095238095238094,0.047619047619047644,0.8518518518518517,0.02405626121623426,0.7929824561403508,0.05298129428260178,24,34
copyright,15,0.7936507936507936,0.027492869961410787,0.8518518518518517,0.0201800877015771,0.7715399610136453,0.0320376760297104,24,34
copyright,16,0.8095238095238094,0.047619047619047644,0.8518518518518517,0.02405626121623432,0.7929824561403508,0.05298129428260178,24,34
copyright,17,0.8095238095238094,0.047619047619047644,0.8641975308641975,0.01165097906677579,0.7929824561403508,0.05298129428260178,24,34
copyright,18,0.8253968253968255,0.05498573992282151,0.8672839506172839,0.009637342590121036,0.8070175438596491,0.06077371254627641,24,34
copyright,19,0.8571428571428571,0.04761904761904763,0.8765432098765431,0.01752749489444531,0.8436647173489279,0.04446495884408026,24,34
copyright,20,0.8412698412698413,0.027492869961410718,0.882716049382716,0.023757414071513352,0.8280701754385964,0.024309485018510497,24,34
copyright,21,0.8571428571428571,0.04761904761904763,0.8765432098765432,0.014882177100297737,0.8436647173489279,0.04446495884408026,24,34
copyright,22,0.8571428571428571,0.04761904761904763,0.8796296296296297,0.02018008770157723,0.8436647173489279,0.04446495884408026,24,34
copyright,23,0.873015873015873,0.05498573992282151,0.8796296296296297,0.02018008770157723,0.8592592592592592,0.051320023927966675,24,34
copyright,24,0.873015873015873,0.05498573992282151,0.8796296296296297,0.02018008770157723,0.8592592592592592,0.051320023927966675,24,34
copyright,25,0.873015873015873,0.05498573992282151,0.882716049382716,0.014882177100297782,0.8592592592592592,0.051320023927966675,24,34
copyright,26,0.873015873015873,0.05498573992282151,0.882716049382716,0.014882177100297782,0.8592592592592592,0.051320023927966675,24,34
copyright,27,0.873015873015873,0.05498573992282151,0.8858024691358025,0.009637342590120997,0.8592592592592592,0.051320023927966675,24,34
copyright,28,0.873015873015873,0.05498573992282151,0.8888888888888888,0.004629629629629678,0.8592592592592592,0.051320023927966675,24,34
copyright,29,0.873015873015873,0.05498573992282151,0.8919753086419752,0.002672917912914962,0.8592592592592592,0.051320023927966675,24,34
copyright,30,0.873015873015873,0.05498573992282151,0.8919753086419752,0.009637342590121018,0.8592592592592592,0.051320023927966675,24,34
copyright,31,0.873015873015873,0.05498573992282151,0.8858024691358025,0.00963734259012105,0.8592592592592592,0.051320023927966675,24,34
copyright,32,0.873015873015873,0.05498573992282151,0.8796296296296297,0.004629629629629539,0.8592592592592592,0.051320023927966675,24,34
drugs,0,0.8095238095238094,0.12598815766974245,0.7669753086419752,0.16539725770941927,0.6795454545454546,0.2761433781376193,24,34
drugs,1,0.8095238095238094,0.12598815766974245,0.9166666666666666,0.05782405554072587,0.6795454545454546,0.2761433781376193,24,34
drugs,2,0.8571428571428571,0.17169291787923757,0.9197530864197531,0.12330237256443317,0.7462121212121212,0.3371637698708131,24,34
drugs,3,0.8253968253968255,0.14547859349066158,0.9135802469135802,0.0932078325342068,0.7115113988179003,0.3075659362352572,24,34
drugs,4,0.8253968253968255,0.14547859349066158,0.9351851851851851,0.08929306260178671,0.744145431451933,0.2524560350597883,24,34
drugs,5,0.8253968253968255,0.14547859349066158,0.9444444444444443,0.05155337372990762,0.744145431451933,0.2524560350597883,24,34
drugs,6,0.8253968253968255,0.14547859349066158,0.9382716049382717,0.05581216456797873,0.744145431451933,0.2524560350597883,24,34
drugs,7,0.8253968253968255,0.14547859349066158,0.9382716049382717,0.05099602358598238,0.744145431451933,0.2524560350597883,24,34
drugs,8,0.8095238095238094,0.17169291787923752,0.9166666666666666,0.10516496936667173,0.733156420462922,0.2709484047185175,24,34
drugs,9,0.7936507936507936,0.15307382160306274,0.9043209876543209,0.11200769945446946,0.7173669467787115,0.25301003185392235,24,34
drugs,10,0.7777777777777777,0.13746434980705374,0.9043209876543209,0.09366661052773781,0.6980687011646763,0.23357621992648342,24,34
drugs,11,0.7936507936507936,0.15307382160306274,0.9104938271604938,0.12295422399408686,0.7136632430750077,0.24905014020312063,24,34
drugs,12,0.7936507936507936,0.15307382160306274,0.9135802469135802,0.11760838816825704,0.7136632430750077,0.24905014020312063,24,34
drugs,13,0.8253968253968255,0.18028280462858012,0.9104938271604938,0.12330237256443324,0.75031328320802,0.2809762674322475,24,34
drugs,14,0.8412698412698413,0.1530738216030628,0.9259259259259259,0.10434655249615413,0.761302294197031,0.26211269259429015,24,34
drugs,15,0.8412698412698413,0.1530738216030628,0.9166666666666666,0.1203703703703704,0.761302294197031,0.26211269259429015,24,34
drugs,16,0.8412698412698413,0.1530738216030628,0.9228395061728395,0.11046623560600792,0.761302294197031,0.26211269259429015,24,34
drugs,17,0.8571428571428571,0.12598815766974242,0.9259259259259259,0.11264375056107814,0.8025619604566973,0.2022917362702757,24,34
drugs,18,0.8571428571428571,0.12598815766974242,0.9290123456790123,0.10731690525131922,0.8025619604566973,0.2022917362702757,24,34
drugs,19,0.8571428571428571,0.12598815766974242,0.9290123456790123,0.10731690525131922,0.8025619604566973,0.2022917362702757,24,34
drugs,20,0.8571428571428571,0.12598815766974242,0.9290123456790124,0.10731690525131918,0.8025619604566973,0.2022917362702757,24,34
drugs,21,0.8412698412698413,0.109971479845643,0.9259259259259259,0.11264375056107814,0.7867724867724868,0.18657603169825,24,34
drugs,22,0.8412698412698413,0.109971479845643,0.9166666666666666,0.12037037037037034,0.7867724867724868,0.18657603169825,24,34
drugs,23,0.8412698412698413,0.109971479845643,0.9197530864197531,0.11502867378755696,0.7867724867724868,0.18657603169825,24,34
drugs,24,0.8412698412698413,0.109971479845643,0.9197530864197531,0.12330237256443317,0.7867724867724868,0.18657603169825,24,34
drugs,25,0.873015873015873,0.13746434980705374,0.9166666666666666,0.12863374064305375,0.8220551378446115,0.21704897337955856,24,34
drugs,26,0.873015873015873,0.13746434980705374,0.9197530864197531,0.12330237256443317,0.8220551378446115,0.21704897337955856,24,34
drugs,27,0.873015873015873,0.13746434980705374,0.9166666666666666,0.12863374064305375,0.8220551378446115,0.21704897337955856,24,34
drugs,28,0.873015873015873,0.13746434980705374,0.9104938271604938,0.1392998036592192,0.8220551378446115,0.21704897337955856,24,34
drugs,29,0.873015873015873,0.13746434980705374,0.9135802469135802,0.1339662618161154,0.8220551378446115,0.21704897337955856,24,34
drugs,30,0.873015873015873,0.13746434980705374,0.9197530864197531,0.12330237256443317,0.8220551378446115,0.21704897337955856,24,34
drugs,31,0.873015873015873,0.13746434980705374,0.9135802469135802,0.1339662618161154,0.8220551378446115,0.21704897337955856,24,34
drugs,32,0.873015873015873,0.13746434980705374,0.9074074074074074,0.15242664475142897,0.8220551378446115,0.21704897337955856,24,34
financial_fraud,0,0.6984126984126983,0.0549857399228215,0.6095679012345679,0.05600384972723478,0.578984414278532,0.04180056584441257,24,34
financial_fraud,1,0.6666666666666666,0.0,0.7283950617283951,0.046603916267103467,0.5516339869281045,0.03169766183786183,24,34
financial_fraud,2,0.6349206349206349,0.07273929674533078,0.7345679012345679,0.03742085078080914,0.5238095238095238,0.08247860988423222,24,34
financial_fraud,3,0.6666666666666666,0.0476190476190476,0.7592592592592592,0.05632187528053908,0.5294117647058824,0.08773366814210543,24,34
financial_fraud,4,0.7619047619047619,0.17169291787923752,0.8487654320987654,0.12502857469462403,0.704201680672269,0.20572279874734445,24,34
financial_fraud,5,0.746031746031746,0.14547859349066158,0.8703703703703703,0.11601818598279323,0.682142857142857,0.16762902432430488,24,34
financial_fraud,6,0.7142857142857143,0.12598815766974242,0.8549382716049383,0.0972589583740045,0.6444444444444445,0.1387777332977422,24,34
financial_fraud,7,0.7142857142857143,0.12598815766974242,0.8271604938271605,0.07071876072462718,0.6444444444444445,0.1387777332977422,24,34
financial_fraud,8,0.6984126984126983,0.14547859349066158,0.8518518518518517,0.11601818598279329,0.6532212885154062,0.1273915581610301,24,34
financial_fraud,9,0.7142857142857143,0.19047619047619047,0.8487654320987654,0.11577160082414228,0.6818181818181818,0.17196302216388135,24,34
financial_fraud,10,0.7142857142857143,0.19047619047619047,0.8456790123456791,0.14143752144925434,0.6957070707070706,0.16668101407483402,24,34
financial_fraud,11,0.746031746031746,0.19245008972987526,0.8580246913580246,0.13138146082588129,0.7388462631429383,0.17760431938433377,24,34
financial_fraud,12,0.7301587301587301,0.19825390471106025,0.8364197530864198,0.14143752144925426,0.7127024722932651,0.19812857564121117,24,34
financial_fraud,13,0.7301587301587301,0.19825390471106025,0.8641975308641975,0.11724333279767023,0.7127024722932651,0.19812857564121117,24,34
financial_fraud,14,0.7619047619047619,0.12598815766974245,0.861111111111111,0.11564811108145182,0.7504025764895329,0.12080514868606157,24,34
financial_fraud,15,0.7936507936507936,0.19245008972987526,0.8858024691358025,0.10731690525131918,0.8011695906432749,0.1757307508925932,24,34
financial_fraud,16,0.7619047619047619,0.14285714285714288,0.8919753086419752,0.08993087829835472,0.7595029239766081,0.10599919326587985,24,34
financial_fraud,17,0.8095238095238096,0.09523809523809523,0.9104938271604938,0.06165118628221657,0.812962962962963,0.0703459996786021,24,34
financial_fraud,18,0.8253968253968255,0.11983864182969442,0.9135802469135802,0.07484170156161818,0.8303921568627451,0.09914571662820774,24,34
financial_fraud,19,0.8095238095238096,0.09523809523809523,0.9135802469135802,0.06698313090805773,0.812962962962963,0.0703459996786021,24,34
financial_fraud,20,0.8571428571428571,0.09523809523809523,0.9104938271604938,0.07765275077413043,0.8603093411277554,0.07933129759220703,24,34
financial_fraud,21,0.8412698412698413,0.11983864182969439,0.9166666666666666,0.07231712662876534,0.8494397759103641,0.09582073795374041,24,34
financial_fraud,22,0.8571428571428571,0.09523809523809523,0.9197530864197532,0.0694958657357883,0.8603093411277554,0.07933129759220703,24,34
financial_fraud,23,0.8571428571428571,0.09523809523809523,0.9228395061728395,0.06698313090805773,0.8603093411277554,0.07933129759220703,24,34
financial_fraud,24,0.8888888888888888,0.09912695235553017,0.9259259259259259,0.06481481481481481,0.8917748917748917,0.09572876358223367,24,34
financial_fraud,25,0.873015873015873,0.11983864182969445,0.9074074074074074,0.08486251286955256,0.8799171842650103,0.1104705720244646,24,34
financial_fraud,26,0.873015873015873,0.11983864182969445,0.9228395061728395,0.07071876072462714,0.8799171842650103,0.1104705720244646,24,34
financial_fraud,27,0.873015873015873,0.11983864182969445,0.9166666666666666,0.07911114578997717,0.8799171842650103,0.1104705720244646,24,34
financial_fraud,28,0.873015873015873,0.11983864182969445,0.9104938271604938,0.07874907914921654,0.8799171842650103,0.1104705720244646,24,34
financial_fraud,29,0.873015873015873,0.11983864182969445,0.9228395061728395,0.06825106292437029,0.8799171842650103,0.1104705720244646,24,34
financial_fraud,30,0.873015873015873,0.11983864182969445,0.9228395061728395,0.06825106292437029,0.8799171842650103,0.1104705720244646,24,34
financial_fraud,31,0.873015873015873,0.11983864182969445,0.9197530864197532,0.07192086541809287,0.8799171842650103,0.1104705720244646,24,34
financial_fraud,32,0.8571428571428571,0.09523809523809523,0.9043209876543209,0.08603308558497748,0.8603093411277554,0.07933129759220703,24,34
gun,0,0.8888888888888888,0.027492869961410763,0.8641975308641975,0.03882637538706516,0.8624727668845317,0.03443347193696297,24,34
gun,1,0.8412698412698413,0.027492869961410718,0.8333333333333334,0.05632187528053908,0.815686274509804,0.01358471221622644,24,34
gun,2,0.8412698412698413,0.027492869961410732,0.8641975308641975,0.023301958133551688,0.8144708175667928,0.03310664495934518,24,34
gun,3,0.8412698412698413,0.027492869961410732,0.8456790123456791,0.04567484131774301,0.8144708175667928,0.03310664495934518,24,34
gun,4,0.8253968253968255,0.027492869961410676,0.8641975308641975,0.07192086541809287,0.8004357298474946,0.02287892913782146,24,34
gun,5,0.8412698412698413,0.027492869961410732,0.8549382716049383,0.0475148281430267,0.8144708175667928,0.03310664495934518,24,34
gun,6,0.8412698412698413,0.027492869961410732,0.8796296296296297,0.04899539464934427,0.8144708175667928,0.03310664495934518,24,34
gun,7,0.8412698412698413,0.027492869961410732,0.8703703703703702,0.051553373729907634,0.8144708175667928,0.03310664495934518,24,34
gun,8,0.8253968253968255,0.027492869961410725,0.8641975308641975,0.05581216456797881,0.7992202729044834,0.03713949100050222,24,34
gun,9,0.8253968253968255,0.027492869961410725,0.8888888888888888,0.08929306260178663,0.7992202729044834,0.03713949100050222,24,34
gun,10,0.8253968253968255,0.027492869961410725,0.8858024691358025,0.07983035281714546,0.7992202729044834,0.03713949100050222,24,34
gun,11,0.8253968253968255,0.027492869961410725,0.8950617283950617,0.03505498978889059,0.7992202729044834,0.03713949100050222,24,34
gun,12,0.8412698412698413,0.027492869961410732,0.8734567901234568,0.029764354200595516,0.8144708175667928,0.03310664495934518,24,34
gun,13,0.8253968253968255,0.0549857399228215,0.8549382716049383,0.023301958133551643,0.8008255933952527,0.05618434505187287,24,34
gun,14,0.8412698412698413,0.027492869961410732,0.8919753086419754,0.028287504289850912,0.8144708175667928,0.03310664495934518,24,34
gun,15,0.8412698412698413,0.027492869961410732,0.8703703703703702,0.04036017540315445,0.8144708175667928,0.03310664495934518,24,34
gun,16,0.8253968253968255,0.027492869961410725,0.8796296296296297,0.042431256434776264,0.7992202729044834,0.03713949100050222,24,34
gun,17,0.8253968253968255,0.027492869961410676,0.8796296296296294,0.057824055540725956,0.8004357298474946,0.02287892913782146,24,34
gun,18,0.8095238095238096,0.0,0.882716049382716,0.059528708401191024,0.7851851851851852,0.012830005981991684,24,34
gun,19,0.7936507936507936,0.027492869961410787,0.8549382716049383,0.05952870840119104,0.7715399610136453,0.032037676029710416,24,34
gun,20,0.7936507936507936,0.027492869961410787,0.8425925925925926,0.05155337372990762,0.7715399610136453,0.032037676029710416,24,34
gun,21,0.7936507936507936,0.027492869961410787,0.8487654320987654,0.056575008579701686,0.7715399610136453,0.032037676029710416,24,34
gun,22,0.7936507936507936,0.027492869961410787,0.8425925925925926,0.051553373729907544,0.7715399610136453,0.032037676029710416,24,34
gun,23,0.7936507936507936,0.027492869961410787,0.8518518518518517,0.056321875280539044,0.7715399610136453,0.032037676029710416,24,34
gun,24,0.8095238095238096,0.0,0.8549382716049383,0.06165118628221658,0.7851851851851852,0.012830005981991684,24,34
gun,25,0.8095238095238096,0.0,0.8487654320987654,0.05425430812113249,0.7851851851851852,0.012830005981991684,24,34
gun,26,0.8095238095238096,0.0,0.867283950617284,0.06165118628221657,0.7851851851851852,0.012830005981991684,24,34
gun,27,0.7936507936507936,0.027492869961410763,0.867283950617284,0.06165118628221657,0.7715399610136453,0.03203767602971042,24,34
gun,28,0.7936507936507936,0.027492869961410763,0.8580246913580248,0.05425430812113249,0.7715399610136453,0.03203767602971042,24,34
gun,29,0.8095238095238094,0.04761904761904756,0.8549382716049383,0.05952870840119104,0.7867905056759547,0.044827896809309174,24,34
gun,30,0.8253968253968255,0.027492869961410676,0.8580246913580246,0.06165118628221657,0.8004357298474946,0.02287892913782146,24,34
gun,31,0.7936507936507936,0.027492869961410787,0.8611111111111112,0.0641500299099584,0.7724867724867724,0.00916428998713694,24,34
gun,32,0.8095238095238094,0.047619047619047644,0.8703703703703703,0.0648148148148148,0.7877373171490819,0.03199677618068091,24,34
hate_harassment,0,0.6984126984126985,0.11983864182969448,0.6018518518518517,0.18501149261748218,0.543040293040293,0.22251616667340565,24,34
hate_harassment,1,0.6031746031746031,0.0727392967453308,0.6311728395061728,0.18369384058548166,0.4341736694677871,0.15133829310072947,24,34
hate_harassment,2,0.6031746031746031,0.0727392967453308,0.6466049382716049,0.18750476293295135,0.49007936507936506,0.15525714412293357,24,34
hate_harassment,3,0.6190476190476191,0.04761904761904756,0.5910493827160493,0.014882177100297826,0.51437417072092,0.08049900113738997,24,34
hate_harassment,4,0.6349206349206349,0.14547859349066158,0.7206790123456791,0.155098350731509,0.5533834586466165,0.2567120830543345,24,34
hate_harassment,5,0.6190476190476191,0.12598815766974236,0.7638888888888888,0.1561084750008089,0.5060690943043884,0.24006980426681768,24,34
hate_harassment,6,0.6349206349206349,0.09912695235553012,0.7638888888888888,0.1444117959303909,0.5337407690348867,0.2257669246720534,24,34
hate_harassment,7,0.6984126984126985,0.11983864182969448,0.8070987654320988,0.13736301735477574,0.6083333333333334,0.20052015692526612,24,34
hate_harassment,8,0.7936507936507936,0.07273929674533076,0.8379629629629629,0.09853609561941094,0.7354497354497355,0.1474852895742471,24,34
hate_harassment,9,0.7936507936507936,0.09912695235553012,0.8472222222222222,0.08371824685196828,0.7407407407407408,0.15978485577292592,24,34
hate_harassment,10,0.7936507936507936,0.054985739922821526,0.8348765432098766,0.07412228369458536,0.7507002801120448,0.07902933321941674,24,34
hate_harassment,11,0.7936507936507936,0.07273929674533076,0.8719135802469135,0.092631164805302,0.7495098039215686,0.10846855193529076,24,34
hate_harassment,12,0.8095238095238094,0.047619047619047644,0.8688271604938271,0.09263116480530197,0.7633986928104575,0.08459445588163891,24,34
hate_harassment,13,0.8412698412698413,0.07273929674533079,0.875,0.08371824685196821,0.7992202729044834,0.11715383392839544,24,34
hate_harassment,14,0.8412698412698413,0.109971479845643,0.8873456790123457,0.0854079882840847,0.8009259259259259,0.1523563210361512,24,34
hate_harassment,15,0.8095238095238094,0.08247860988423221,0.8811728395061728,0.09052474923495357,0.7697368421052632,0.12534578212669503,24,34
hate_harassment,16,0.8095238095238094,0.08247860988423221,0.8966049382716049,0.08337618925456847,0.7635448916408668,0.12034234837986216,24,34
hate_harassment,17,0.8253968253968255,0.05498573992282151,0.9058641975308642,0.07026266936933465,0.7905056759545923,0.07387215755695879,24,34
