concept,context,layer,condition,probe_score,probe_score_seed_std,prompt
knife,Describe a kitchen.,13,suppressed_indirect,0.8940436406070221,0.13487992199201712,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,14,absent,0.10771731747642345,0.1306009519004086,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,14,mentioned,0.62933076301017,0.40215647829927914,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,14,suppressed_indirect,0.8469462999869591,0.2083688820600503,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,15,absent,0.15072268665698918,0.1586727451156402,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,15,mentioned,0.7635447569145791,0.31384928652787997,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,15,suppressed_indirect,0.8932437179800802,0.1379430080015247,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,16,absent,0.22898167510983866,0.16125522483051352,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,16,mentioned,0.8580342926601522,0.18163620850868817,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,16,suppressed_indirect,0.9589514821833712,0.04812245012573949,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,17,absent,0.16996196141160733,0.1462003501467722,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,17,mentioned,0.8518549973585562,0.17647040418572243,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,17,suppressed_indirect,0.9503844845213272,0.05457040985031284,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,18,absent,0.07115961031585645,0.049199763243225406,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,18,mentioned,0.8594925134405124,0.16506870661539116,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,18,suppressed_indirect,0.9615735040615655,0.03262570781975241,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,19,absent,0.06251689951893401,0.04525827809353275,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,19,mentioned,0.8370552747024057,0.1987180874015074,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,19,suppressed_indirect,0.9449194924033372,0.038267953225918167,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,20,absent,0.11239202698180555,0.10433962690281398,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,20,mentioned,0.8573265238379214,0.1841047851105273,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,20,suppressed_indirect,0.9686085633901472,0.03196549847204505,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,21,absent,0.16239119675925406,0.12131613129034506,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,21,mentioned,0.9167874180110486,0.10520876972707008,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,21,suppressed_indirect,0.9834312203036509,0.017968304128504118,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,22,absent,0.0876061814363857,0.07469276141710265,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,22,mentioned,0.9593580401168129,0.05048929861752565,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,22,suppressed_indirect,0.9958117568685627,0.002978761067941544,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,23,absent,0.0930557104565552,0.07749368036595429,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,23,mentioned,0.9848382197606084,0.017354904350943626,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,23,suppressed_indirect,0.9955847775197301,0.002998509992550242,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,24,absent,0.02920166401048802,0.022156476788630145,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,24,mentioned,0.9770809674327658,0.023960237570399445,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,24,suppressed_indirect,0.9825593311145754,0.010563326584828267,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,25,absent,0.037414712867376514,0.029050062424257814,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,25,mentioned,0.986066958356196,0.0139496716509391,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,25,suppressed_indirect,0.9847730615795666,0.008761397305719934,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,26,absent,0.025913707731802387,0.0194116965843906,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,26,mentioned,0.9912900389884355,0.008425227449936372,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,26,suppressed_indirect,0.9766319325146006,0.01584740633433893,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,27,absent,0.02710656351225336,0.023632512999936142,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,27,mentioned,0.9915727353822459,0.007629308708647383,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,27,suppressed_indirect,0.9705704470323528,0.01845044559178837,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,28,absent,0.037741332004153076,0.030247442900099196,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,28,mentioned,0.9936763552715369,0.0055500094669917455,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,28,suppressed_indirect,0.9820957401809908,0.009308866550119765,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,29,absent,0.028302157501935307,0.023371010563868304,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,29,mentioned,0.9902435630981617,0.009447058312222966,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,29,suppressed_indirect,0.9741812628692527,0.015281836925293687,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,30,absent,0.01798977804688374,0.015272292318427366,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,30,mentioned,0.972669882328459,0.027842071492013128,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,30,suppressed_indirect,0.9656703253110783,0.021009850139992268,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,31,absent,0.013951036428635863,0.011276565805110888,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,31,mentioned,0.9440097857660267,0.06055424970021509,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,31,suppressed_indirect,0.9670355663398476,0.023805318195661725,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,32,absent,0.0394105533626116,0.03968245094127947,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,32,mentioned,0.8772911524112516,0.1597225203086949,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a kitchen.,32,suppressed_indirect,0.956586731780528,0.05142555565246785,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a kitchen.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a restaurant prep station.,0,absent,0.0880928852214149,0.08118983367147567,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a restaurant prep station.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a restaurant prep station.,0,mentioned,0.994485823456758,0.0020257449098294374,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a restaurant prep station.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a restaurant prep station.,0,suppressed_indirect,0.9986652842949887,0.0006133761541940849,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a restaurant prep station.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a restaurant prep station.,1,absent,0.039630247603332135,0.039756627220531165,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a restaurant prep station.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a restaurant prep station.,1,mentioned,0.9963944111367811,0.0030222363057280078,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a restaurant prep station.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a restaurant prep station.,1,suppressed_indirect,0.9997618039493212,3.3378113177451675e-05,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a restaurant prep station.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a restaurant prep station.,2,absent,0.013771843845239022,0.014499158800342311,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a restaurant prep station.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a restaurant prep station.,2,mentioned,0.9974187672779943,0.0021235869810231414,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a restaurant prep station.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a restaurant prep station.,2,suppressed_indirect,0.9999318559937782,5.1079686502246804e-05,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a restaurant prep station.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a restaurant prep station.,3,absent,0.03139297640806899,0.030951970707211198,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a restaurant prep station.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a restaurant prep station.,3,mentioned,0.9955451243210997,0.0036965317229682303,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a restaurant prep station.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a restaurant prep station.,3,suppressed_indirect,0.9999352908020551,8.338245804740506e-06,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a restaurant prep station.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a restaurant prep station.,4,absent,0.059426089669817106,0.06822292427388285,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a restaurant prep station.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a restaurant prep station.,4,mentioned,0.9852336868997645,0.013300371753460044,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a restaurant prep station.

Include knife in the description.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a restaurant prep station.,4,suppressed_indirect,0.9994893398812104,0.0002061724567739497,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a restaurant prep station.

Do not mention or allude to a sharp handheld cutting implement.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
knife,Describe a restaurant prep station.,5,absent,0.022367413023103352,0.025242011256321927,"<|begin_of_text|><|start_header_id|>user<|end_header_id|>

Describe a restaurant prep station.<|eot_id|><|start_header_id|>assistant<|end_header_id|>

"
