concept,context,layer,absent,mentioned,suppressed_indirect,delta_mentioned_minus_absent,delta_suppressed_indirect_minus_absent
alcohol,Describe a bar menu.,26,0.9748688169570022,0.9999390168035074,0.7875226038872284,0.02507019984650516,-0.18734621306977384
alcohol,Describe a bar menu.,27,0.9651404968853767,0.9999132835938053,0.7318108284994763,0.03477278670842854,-0.2333296683859004
alcohol,Describe a bar menu.,28,0.9692612265061511,0.9998351606857718,0.6789120825622904,0.030573934179620732,-0.2903491439438607
alcohol,Describe a bar menu.,29,0.9763404955489472,0.9998588446611448,0.6713983318259841,0.023518349112197634,-0.3049421637229631
alcohol,Describe a bar menu.,30,0.9584409161451958,0.9997429187547072,0.6183146339388356,0.041302002609511446,-0.3401262822063602
alcohol,Describe a bar menu.,31,0.9428620522566767,0.9993294892683057,0.4856858506462687,0.05646743701162893,-0.45717620161040806
alcohol,Describe a bar menu.,32,0.9714407362756164,0.999916134709923,0.6523192770965346,0.028475398434306576,-0.31912145917908186
alcohol,Describe a catered office event.,0,0.06759772811787186,0.26421244031182084,0.10089505249931874,0.196614712193949,0.03329732438144688
alcohol,Describe a catered office event.,1,0.010830592921229808,0.062446609549241326,0.02355987489500583,0.05161601662801152,0.012729281973776024
alcohol,Describe a catered office event.,2,0.033350740511403486,0.120135409338397,0.10867136641531933,0.08678466882699351,0.07532062590391583
alcohol,Describe a catered office event.,3,0.012828548859415539,0.21697965936481947,0.08522703228528765,0.20415111050540394,0.07239848342587211
alcohol,Describe a catered office event.,4,0.008594601055163997,0.13420303651952598,0.10064506503390497,0.12560843546436198,0.09205046397874098
alcohol,Describe a catered office event.,5,0.0013887339572747452,0.06835705320831725,0.010370321295541681,0.0669683192510425,0.008981587338266936
alcohol,Describe a catered office event.,6,0.0006391361957506951,0.03245551294341097,0.004579375092283732,0.03181637674766028,0.003940238896533037
alcohol,Describe a catered office event.,7,0.0005247961008853,0.19362912922397993,0.013797155728363285,0.19310433312309463,0.013272359627477985
alcohol,Describe a catered office event.,8,0.0010510824158256307,0.5892675907029051,0.054211905168555,0.5882165082870795,0.05316082275272937
alcohol,Describe a catered office event.,9,0.0013562518739886405,0.742827126343432,0.0888545759032109,0.7414708744694433,0.08749832402922227
alcohol,Describe a catered office event.,10,0.0011746449330115516,0.630199319448034,0.03773047359224991,0.6290246745150224,0.03655582865923836
alcohol,Describe a catered office event.,11,0.0010959052244120936,0.6857242515783101,0.11114599424196202,0.684628346353898,0.11005008901754992
alcohol,Describe a catered office event.,12,0.0015227349050084573,0.6716394921346666,0.28406954807257023,0.6701167572296581,0.28254681316756175
alcohol,Describe a catered office event.,13,0.0022919633204276876,0.7980589295170609,0.14805602179673502,0.7957669661966332,0.14576405847630733
alcohol,Describe a catered office event.,14,0.003601577009364646,0.952135313348891,0.0685030491528106,0.9485337363395263,0.06490147214344595
alcohol,Describe a catered office event.,15,0.006571834995339619,0.9256841175737103,0.10625342396679664,0.9191122825783706,0.09968158897145703
alcohol,Describe a catered office event.,16,0.0019934610475098188,0.8348181464481611,0.041834421643906765,0.8328246854006512,0.03984096059639695
alcohol,Describe a catered office event.,17,0.0016069648762988833,0.8316955546161737,0.05948665864831065,0.8300885897398749,0.05787969377201177
alcohol,Describe a catered office event.,18,0.0026816298769918034,0.8259896800673131,0.10971587171341073,0.8233080501903213,0.10703424183641892
alcohol,Describe a catered office event.,19,0.0036399026928978957,0.7664812146496219,0.09204193700802406,0.762841311956724,0.08840203431512617
alcohol,Describe a catered office event.,20,0.002675972892958496,0.7982711261368941,0.11788423858262931,0.7955951532439356,0.11520826568967081
alcohol,Describe a catered office event.,21,0.002091005569976439,0.7594351102748359,0.12011465855853683,0.7573441047048595,0.11802365298856039
alcohol,Describe a catered office event.,22,0.0021675390916216313,0.54601137121104,0.016481004140205903,0.5438438321194184,0.014313465048584271
alcohol,Describe a catered office event.,23,0.003827333692817807,0.6786719410754701,0.029491147732810936,0.6748446073826523,0.025663814039993127
alcohol,Describe a catered office event.,24,0.002527954104002694,0.6484275422968874,0.018703649031325226,0.6458995881928847,0.016175694927322532
alcohol,Describe a catered office event.,25,0.002260612088531249,0.5667102905881548,0.011512124086772116,0.5644496784996236,0.009251511998240867
alcohol,Describe a catered office event.,26,0.003712907491213066,0.5887869434639184,0.009809306744134364,0.5850740359727052,0.006096399252921297
alcohol,Describe a catered office event.,27,0.003729915819189344,0.5481920664667856,0.00790441479890702,0.5444621506475963,0.004174498979717677
alcohol,Describe a catered office event.,28,0.003798612633382825,0.4427822039983098,0.005028680835450679,0.438983591364927,0.0012300682020678537
alcohol,Describe a catered office event.,29,0.003227965358517422,0.40474628808429397,0.004040800852549005,0.40151832272577653,0.000812835494031583
alcohol,Describe a catered office event.,30,0.002005206753150406,0.34383770494542293,0.0027727354682560417,0.3418324981922725,0.0007675287151056357
alcohol,Describe a catered office event.,31,0.002498971458873044,0.26731402744588634,0.0031609136715581034,0.26481505598701327,0.0006619422126850592
alcohol,Describe a catered office event.,32,0.0009639168256822128,0.19284540629179378,0.001003466678982385,0.19188148946611155,3.954985330017222e-05
alcohol,Describe a dinner table.,0,0.39489388222828326,0.6639712941324479,0.22882749611055606,0.2690774119041647,-0.1660663861177272
alcohol,Describe a dinner table.,1,0.2344557051786157,0.27929667521745144,0.05152191055950106,0.04484097003883575,-0.18293379461911463
alcohol,Describe a dinner table.,2,0.4030404263790051,0.36601449293099114,0.17864968437933357,-0.03702593344801397,-0.22439074199967154
alcohol,Describe a dinner table.,3,0.21589890970845593,0.6002504706101929,0.20307413167349145,0.38435156090173694,-0.012824778034964485
alcohol,Describe a dinner table.,4,0.030448233926140284,0.3159225571673345,0.19744297273393452,0.2854743232411942,0.16699473880779422
alcohol,Describe a dinner table.,5,0.004703232514117097,0.31029050410317605,0.037288794325857764,0.30558727158905896,0.03258556181174067
alcohol,Describe a dinner table.,6,0.004693808075263105,0.2224495648979814,0.02602785412351809,0.2177557568227183,0.021334046048254986
alcohol,Describe a dinner table.,7,0.0016806429009780402,0.3744308116290409,0.0583830191538632,0.3727501687280629,0.05670237625288516
alcohol,Describe a dinner table.,8,0.0025522900729317197,0.5815119686157106,0.13492457512649692,0.578959678542779,0.1323722850535652
alcohol,Describe a dinner table.,9,0.003697865429055716,0.543953259464358,0.18377753604989763,0.5402553940353023,0.1800796706208419
alcohol,Describe a dinner table.,10,0.005232088722431995,0.4983131853384042,0.1327122484368186,0.4930810966159722,0.1274801597143866
alcohol,Describe a dinner table.,11,0.005298592308420652,0.640267236775682,0.25022523871034946,0.6349686444672613,0.24492664640192882
alcohol,Describe a dinner table.,12,0.013084068268824684,0.6663363970413072,0.33262413510631184,0.6532523287724825,0.31954006683748715
alcohol,Describe a dinner table.,13,0.0199557702861576,0.8308842366479805,0.30592188146436583,0.8109284663618229,0.28596611117820825
alcohol,Describe a dinner table.,14,0.023923802142151954,0.9454058395827557,0.2581055962501159,0.9214820374406038,0.23418179410796397
alcohol,Describe a dinner table.,15,0.10294415266394331,0.9574358755387481,0.2928286598640942,0.8544917228748048,0.18988450720015088
alcohol,Describe a dinner table.,16,0.017472626614422507,0.8262995645528918,0.1895699809648446,0.8088269379384693,0.1720973543504221
alcohol,Describe a dinner table.,17,0.01932706024585511,0.8822807962787341,0.27563722832032267,0.8629537360328791,0.25631016807446755
alcohol,Describe a dinner table.,18,0.03194706565584845,0.948368582632699,0.3070391773770817,0.9164215169768505,0.27509211172123327
alcohol,Describe a dinner table.,19,0.045779120627564264,0.9432624552096298,0.3016850928966861,0.8974833345820655,0.2559059722691218
alcohol,Describe a dinner table.,20,0.037391673265636895,0.9705507843154783,0.356967853471017,0.9331591110498414,0.3195761802053801
alcohol,Describe a dinner table.,21,0.02723584884056855,0.9808595048562664,0.3676215829143617,0.9536236560156979,0.34038573407379313
alcohol,Describe a dinner table.,22,0.03645179209387641,0.978762361596568,0.3044555171541193,0.9423105695026917,0.2680037250602429
alcohol,Describe a dinner table.,23,0.017946278535461303,0.9887046168420834,0.2649513464332273,0.9707583383066222,0.24700506789776602
alcohol,Describe a dinner table.,24,0.013433490029135681,0.9871538830526981,0.20908315570747352,0.9737203930235625,0.19564966567833783
alcohol,Describe a dinner table.,25,0.008893514274682835,0.975269299919083,0.1333590244517209,0.9663757856444001,0.12446551017703807
alcohol,Describe a dinner table.,26,0.013812307158917639,0.9835676227918034,0.12448195749885028,0.9697553156328858,0.11066965033993265
alcohol,Describe a dinner table.,27,0.013591121092888915,0.9821594699210277,0.11169682563537897,0.9685683488281387,0.09810570454249005
alcohol,Describe a dinner table.,28,0.012921513447080252,0.9684584432497102,0.09498178245402704,0.9555369298026299,0.08206026900694678
alcohol,Describe a dinner table.,29,0.016606328442016188,0.9502283716481802,0.09611181709487364,0.933622043206164,0.07950548865285745
alcohol,Describe a dinner table.,30,0.009667849970523022,0.8937066375210895,0.05457880841149545,0.8840387875505664,0.044910958440972426
alcohol,Describe a dinner table.,31,0.011531319354492808,0.8300652028781045,0.029409805319367755,0.8185338835236117,0.017878485964874947
alcohol,Describe a dinner table.,32,0.010859506166935767,0.879673712658463,0.034335031860231714,0.8688142064915272,0.023475525693295946
alcohol,Describe a hotel lounge.,0,0.4331886794977633,0.5444214708023315,0.303907386602654,0.1112327913045682,-0.1292812928951093
alcohol,Describe a hotel lounge.,1,0.18771121659672083,0.33391848536521035,0.11390318778454112,0.14620726876848952,-0.07380802881217971
alcohol,Describe a hotel lounge.,2,0.32646520022728964,0.35791349004320266,0.2923293742897746,0.03144828981591302,-0.03413582593751502
alcohol,Describe a hotel lounge.,3,0.1287074250216095,0.5043926063431191,0.2739284979695656,0.37568518132150963,0.14522107294795608
alcohol,Describe a hotel lounge.,4,0.10380563096423275,0.39951332851805615,0.32987897746199596,0.2957076975538234,0.22607334649776323
alcohol,Describe a hotel lounge.,5,0.030447907583002348,0.4594096290996889,0.11506861812228132,0.42896172151668654,0.08462071053927897
alcohol,Describe a hotel lounge.,6,0.042314419597905197,0.399483452071061,0.1239356422037099,0.3571690324731558,0.0816212226058047
alcohol,Describe a hotel lounge.,7,0.009128876040409439,0.5425048592000464,0.21092880299174807,0.533375983159637,0.20179992695133864
alcohol,Describe a hotel lounge.,8,0.024556573691441663,0.7007446733883226,0.27880926613765655,0.6761880996968809,0.2542526924462149
alcohol,Describe a hotel lounge.,9,0.0606711403044023,0.7362990522186886,0.3118408725875271,0.6756279119142863,0.2511697322831248
alcohol,Describe a hotel lounge.,10,0.05982883622031887,0.6731415685637301,0.2636965298585996,0.6133127323434112,0.20386769363828072
alcohol,Describe a hotel lounge.,11,0.04027301054450761,0.8105478397269872,0.3113604505860495,0.7702748291824796,0.2710874400415419
alcohol,Describe a hotel lounge.,12,0.07411016880498444,0.7825379915165175,0.3457586739797891,0.708427822711533,0.27164850517480466
alcohol,Describe a hotel lounge.,13,0.12320810537155241,0.9341610280527783,0.3199051792723991,0.810952922681226,0.19669707390084668
alcohol,Describe a hotel lounge.,14,0.12311414065745842,0.9926781454370026,0.28798790609519404,0.8695640047795442,0.16487376543773563
alcohol,Describe a hotel lounge.,15,0.3834368861581395,0.994408713418717,0.34066580668482477,0.6109718272605775,-0.04277107947331471
alcohol,Describe a hotel lounge.,16,0.28731647753634837,0.9907850859977483,0.33473137220096466,0.7034686084613999,0.04741489466461629
alcohol,Describe a hotel lounge.,17,0.1836416401242388,0.9825788258776359,0.35371375070464767,0.7989371857533971,0.17007211058040886
alcohol,Describe a hotel lounge.,18,0.18286010948784415,0.9713614150266299,0.35552547473759355,0.7885013055387857,0.1726653652497494
alcohol,Describe a hotel lounge.,19,0.3076848933715683,0.98905575352825,0.36477995280659786,0.6813708601566817,0.05709505943502957
alcohol,Describe a hotel lounge.,20,0.30183734436016807,0.9932064823403896,0.42047791869220513,0.6913691379802215,0.11864057433203706
alcohol,Describe a hotel lounge.,21,0.2652164248188335,0.993686740574964,0.44729706659793034,0.7284703157561305,0.18208064177909683
alcohol,Describe a hotel lounge.,22,0.2828812559057087,0.9902530302071816,0.3984154980826647,0.7073717743014729,0.11553424217695601
alcohol,Describe a hotel lounge.,23,0.19129052960771056,0.9876663384355974,0.38738111403394987,0.7963758088278868,0.1960905844262393
alcohol,Describe a hotel lounge.,24,0.17309903010692226,0.974030673689602,0.36871603668488967,0.8009316435826797,0.1956170065779674
alcohol,Describe a hotel lounge.,25,0.12847660769912925,0.9702955303373747,0.34105719190917955,0.8418189226382454,0.2125805842100503
alcohol,Describe a hotel lounge.,26,0.15997156556107928,0.981912267940349,0.34900616132717116,0.8219407023792697,0.18903459576609188
alcohol,Describe a hotel lounge.,27,0.1367986121106223,0.9715883955867456,0.32209620432574476,0.8347897834761233,0.18529759221512246
alcohol,Describe a hotel lounge.,28,0.16032883301493542,0.9674201856950956,0.3089846586595176,0.8070913526801602,0.14865582564458216
alcohol,Describe a hotel lounge.,29,0.18564161061990767,0.9700062589832559,0.314304415793753,0.7843646483633482,0.12866280517384535
alcohol,Describe a hotel lounge.,30,0.10682322358216116,0.9380282725256545,0.28954532476662115,0.8312050489434933,0.18272210118445997
alcohol,Describe a hotel lounge.,31,0.11731446445881831,0.8927339018795548,0.2466365786221574,0.7754194374207365,0.1293221141633391
alcohol,Describe a hotel lounge.,32,0.2421888669692239,0.9706618104730396,0.33867976335517996,0.7284729435038156,0.09649089638595607
alcohol,Describe a party.,0,0.12272771142984674,0.44109912286403025,0.0804276956860794,0.3183714114341835,-0.04230001574376735
alcohol,Describe a party.,1,0.08381262484380968,0.11629916216656777,0.019102072951784496,0.032486537322758094,-0.06471055189202518
alcohol,Describe a party.,2,0.28048814964135077,0.2203774038117391,0.11150863434272218,-0.06011074582961168,-0.1689795152986286
alcohol,Describe a party.,3,0.10553585319092783,0.5213201112497158,0.17142457844825884,0.41578425805878794,0.06588872525733101
alcohol,Describe a party.,4,0.05374347837741578,0.3576900399078835,0.2706037475681205,0.30394656153046773,0.21686026919070472
alcohol,Describe a party.,5,0.025577639514908494,0.5458726774378413,0.09208960922857674,0.5202950379229327,0.06651196971366825
alcohol,Describe a party.,6,0.017522355750714227,0.4482914622768914,0.10485454377344051,0.43076910652617717,0.08733218802272628
alcohol,Describe a party.,7,0.0041594668484553204,0.5774547184402058,0.15850191973106018,0.5732952515917504,0.15434245288260484
alcohol,Describe a party.,8,0.008550119909253183,0.8514885274464801,0.2836373167306229,0.8429384075372269,0.27508719682136973
alcohol,Describe a party.,9,0.013735387248126854,0.9305434479736784,0.3452963990234171,0.9168080607255515,0.33156101177529024
alcohol,Describe a party.,10,0.013832835686357417,0.9473391591033846,0.2170443647846145,0.9335063234170272,0.20321152909825707
alcohol,Describe a party.,11,0.022453548980520783,0.9845015699150569,0.3177043316603045,0.9620480209345361,0.2952507826797837
alcohol,Describe a party.,12,0.07527443551683838,0.9848140403941349,0.37696463780911094,0.9095396048772966,0.30169020229227256
alcohol,Describe a party.,13,0.11968831451413277,0.9984044778473153,0.32774965081506563,0.8787161633331826,0.20806133630093288
alcohol,Describe a party.,14,0.20160326248645197,0.9995794224437953,0.28330491663705254,0.7979761599573433,0.08170165415060057
alcohol,Describe a party.,15,0.5421100175407153,0.9997341862572453,0.33492126241279113,0.45762416871653,-0.20718875512792417
alcohol,Describe a party.,16,0.23238551599286042,0.997776539303076,0.27739763877359347,0.7653910233102156,0.04501212278073305
alcohol,Describe a party.,17,0.13420497732168965,0.9973488301914242,0.2770081125046682,0.8631438528697345,0.14280313518297857
alcohol,Describe a party.,18,0.1247310195278904,0.996212183911222,0.32061383981847796,0.8714811643833316,0.19588282029058757
alcohol,Describe a party.,19,0.12398974576287874,0.9958532575081085,0.29329266653341013,0.8718635117452298,0.16930292077053138
alcohol,Describe a party.,20,0.12707081106451343,0.9978358720037076,0.41303636329939336,0.8707650609391941,0.28596555223487996
alcohol,Describe a party.,21,0.1538250735416644,0.9991185677652606,0.4275118898391426,0.8452934942235962,0.27368681629747826
alcohol,Describe a party.,22,0.16826657024218095,0.9983654765874067,0.3149668821432077,0.8300989063452258,0.14670031190102678
alcohol,Describe a party.,23,0.11132093024159333,0.9972132093575165,0.27453363069167874,0.8858922791159232,0.1632127004500854
alcohol,Describe a party.,24,0.06203886589225637,0.9953843375819152,0.22615174789236261,0.9333454716896589,0.16411288200010624
alcohol,Describe a party.,25,0.055180696411032265,0.9924422388969399,0.13069406357460073,0.9372615424859077,0.07551336716356846
alcohol,Describe a party.,26,0.08347403733999048,0.9940002392302882,0.10851392312314696,0.9105262018902978,0.025039885783156482
alcohol,Describe a party.,27,0.07018093096725532,0.9910179181360218,0.09931860620678244,0.9208369871687665,0.029137675239527122
alcohol,Describe a party.,28,0.10094662908466089,0.9906520408023954,0.08888637976438042,0.8897054117177345,-0.012060249320280464
alcohol,Describe a party.,29,0.1331405719554081,0.9927512127089418,0.11149359820340728,0.8596106407535338,-0.021646973752000823
alcohol,Describe a party.,30,0.10786496023807057,0.9900926375482563,0.07289168693021979,0.8822276773101857,-0.034973273307850786
alcohol,Describe a party.,31,0.16583881710457646,0.9832797650117521,0.060238602166607556,0.8174409479071756,-0.1056002149379689
alcohol,Describe a party.,32,0.28575803429583657,0.9963173043083469,0.16300102139055841,0.7105592700125103,-0.12275701290527816
alcohol,Describe a restaurant.,0,0.42863481915625873,0.6903942345491445,0.2579967721909229,0.2617594153928858,-0.17063804696533585
alcohol,Describe a restaurant.,1,0.24213197815682283,0.36260127540350534,0.08826940958146774,0.12046929724668251,-0.15386256857535507
alcohol,Describe a restaurant.,2,0.48894314891298213,0.4000832292513284,0.25457110916151643,-0.08885991966165374,-0.2343720397514657
alcohol,Describe a restaurant.,3,0.1514852198733915,0.6140684609596834,0.2218745287486271,0.4625832410862919,0.07038930887523559
alcohol,Describe a restaurant.,4,0.06662649976957152,0.43289894917504657,0.30737066692963216,0.36627244940547504,0.24074416716006064
alcohol,Describe a restaurant.,5,0.011204929020840112,0.6050346584161109,0.07295307194341122,0.5938297293952708,0.06174814292257111
alcohol,Describe a restaurant.,6,0.014762357785126185,0.41959740550973706,0.059628570878922205,0.4048350477246109,0.04486621309379602
alcohol,Describe a restaurant.,7,0.0024457467124422497,0.5487282143114148,0.09614292993415136,0.5462824675989726,0.09369718322170911
alcohol,Describe a restaurant.,8,0.006409616330000934,0.7597157356219363,0.20522344937059525,0.7533061192919354,0.19881383304059433
alcohol,Describe a restaurant.,9,0.011733669568551675,0.7182728649639488,0.2436880291728061,0.7065391953953971,0.23195435960425442
alcohol,Describe a restaurant.,10,0.01740171842405488,0.6647634044250091,0.20548194769412662,0.6473616860009542,0.18808022927007173
alcohol,Describe a restaurant.,11,0.014790046455202986,0.7666279360082034,0.2955826775379609,0.7518378895530005,0.2807926310827579
alcohol,Describe a restaurant.,12,0.04685509914414504,0.7739939077202153,0.3472879208421819,0.7271388085760702,0.30043282169803687
alcohol,Describe a restaurant.,13,0.06476080654722804,0.9201047842769684,0.3275074855552608,0.8553439777297404,0.2627466790080328
alcohol,Describe a restaurant.,14,0.06038754328105946,0.9819888135249487,0.30591738696738197,0.9216012702438893,0.2455298436863225
alcohol,Describe a restaurant.,15,0.26054913181483286,0.9723544602162576,0.32317589199964186,0.7118053284014247,0.062626760184809
alcohol,Describe a restaurant.,16,0.12404233174823337,0.9588435405968959,0.2847943041323095,0.8348012088486625,0.16075197238407612
alcohol,Describe a restaurant.,17,0.06732880536623712,0.9802203640695871,0.2976248884190405,0.91289155870335,0.23029608305280339
alcohol,Describe a restaurant.,18,0.055187580132676106,0.9954612557486603,0.31059753130308354,0.9402736756159842,0.25540995117040743
alcohol,Describe a restaurant.,19,0.13299433314609252,0.9981657877966951,0.31565457039812667,0.8651714546506025,0.18266023725203415
alcohol,Describe a restaurant.,20,0.09067541333285563,0.9980313115419256,0.3390398466556867,0.9073558982090699,0.2483644333228311
alcohol,Describe a restaurant.,21,0.06853390458965956,0.9972362804893793,0.32585046814666574,0.9287023758997197,0.25731656355700616
alcohol,Describe a restaurant.,22,0.06770475582231635,0.9962531279926697,0.26443969130605977,0.9285483721703534,0.19673493548374343
alcohol,Describe a restaurant.,23,0.0443746343948889,0.9964031369211673,0.258459703386266,0.9520285025262785,0.2140850689913771
alcohol,Describe a restaurant.,24,0.03600723584661946,0.9951225841886285,0.21898444167169465,0.9591153483420091,0.18297720582507518
alcohol,Describe a restaurant.,25,0.01875551256284486,0.9919350960162845,0.1409619715969279,0.9731795834534396,0.12220645903408303
alcohol,Describe a restaurant.,26,0.02000974498740371,0.9911971385786131,0.10480243330139687,0.9711873935912094,0.08479268831399316
alcohol,Describe a restaurant.,27,0.013646794649721636,0.9856313021608049,0.10418460793159866,0.9719845075110832,0.09053781328187702
alcohol,Describe a restaurant.,28,0.013886449594016895,0.9750180386920645,0.06917771519101401,0.9611315890980476,0.05529126559699712
alcohol,Describe a restaurant.,29,0.015630326367868933,0.9639734336807485,0.05878553491346633,0.9483431073128795,0.0431552085455974
alcohol,Describe a restaurant.,30,0.009607787402244026,0.9350767650458502,0.03069862832653562,0.9254689776436062,0.021090840924291594
alcohol,Describe a restaurant.,31,0.01493463600195767,0.8903111976074345,0.017584957960176666,0.8753765616054768,0.002650321958218996
alcohol,Describe a restaurant.,32,0.016746379181181867,0.934777447296057,0.026945406990836345,0.9180310681148752,0.010199027809654478
alcohol,Describe a wedding reception.,0,0.4283079934925523,0.702421811223151,0.2675881951075047,0.2741138177305987,-0.16071979838504757
alcohol,Describe a wedding reception.,1,0.17058415348922237,0.2263106545307557,0.09540657027137049,0.055726501041533316,-0.07517758321785188
alcohol,Describe a wedding reception.,2,0.3841497182638967,0.34394051147675003,0.2781065203817317,-0.04020920678714668,-0.10604319788216499
alcohol,Describe a wedding reception.,3,0.23048068390515597,0.6585673386833624,0.2760105278873628,0.4280866547782064,0.04552984398220683
alcohol,Describe a wedding reception.,4,0.16900106892060676,0.4984586640944171,0.3812785858826997,0.32945759517381035,0.21227751696209293
alcohol,Describe a wedding reception.,5,0.08927183064777976,0.6378389009806331,0.15012942504874469,0.5485670703328533,0.06085759440096493
alcohol,Describe a wedding reception.,6,0.02826467116553319,0.51492431661093,0.11507880954212844,0.48665964544539675,0.08681413837659525
alcohol,Describe a wedding reception.,7,0.007674100795355445,0.5834516327340054,0.16920646011666474,0.5757775319386499,0.1615323593213093
alcohol,Describe a wedding reception.,8,0.011937693043595097,0.7866573733025973,0.33075337112126807,0.7747196802590023,0.31881567807767297
alcohol,Describe a wedding reception.,9,0.03283806307695595,0.7748993090915485,0.450768004872933,0.7420612460145926,0.41792994179597703
alcohol,Describe a wedding reception.,10,0.014232179838650922,0.8342873397182671,0.19586967832595983,0.8200551598796162,0.18163749848730892
alcohol,Describe a wedding reception.,11,0.03260832413579935,0.8966728996390647,0.3326618324162841,0.8640645755032653,0.30005350828048477
alcohol,Describe a wedding reception.,12,0.08026371984681023,0.8867300381493538,0.41847639605396375,0.8064663183025436,0.3382126762071535
alcohol,Describe a wedding reception.,13,0.12574674177619274,0.9695693928023837,0.3543865525090119,0.843822651026191,0.22863981073281917
alcohol,Describe a wedding reception.,14,0.2376622557107884,0.9935179197447283,0.32319861587055837,0.7558556640339399,0.08553636015976998
alcohol,Describe a wedding reception.,15,0.28557331877129444,0.9936350882364553,0.4105010115166996,0.7080617694651609,0.12492769274540516
alcohol,Describe a wedding reception.,16,0.16947227192484016,0.9795517911630235,0.33212180934391816,0.8100795192381833,0.162649537419078
alcohol,Describe a wedding reception.,17,0.10361589090759708,0.9744465720462875,0.4306043624507585,0.8708306811386904,0.3269884715431614
alcohol,Describe a wedding reception.,18,0.051633658734914496,0.9627813853044201,0.3500181444866273,0.9111477265695056,0.29838448575171284
alcohol,Describe a wedding reception.,19,0.05629942935153363,0.9648440319112955,0.32113194933458517,0.9085446025597619,0.2648325199830515
alcohol,Describe a wedding reception.,20,0.08749636432798723,0.9856618421400732,0.5077812503041376,0.898165477812086,0.4202848859761503
alcohol,Describe a wedding reception.,21,0.0766927920638073,0.9868963641312695,0.5819493356469533,0.9102035720674622,0.505256543583146
alcohol,Describe a wedding reception.,22,0.07514118162446899,0.9812045872519382,0.3622074256384209,0.9060634056274691,0.2870662440139519
alcohol,Describe a wedding reception.,23,0.081034866552374,0.9846785883035413,0.3728321938098372,0.9036437217511673,0.29179732725746316
alcohol,Describe a wedding reception.,24,0.057329921861171806,0.9835514136369894,0.3158771537358059,0.9262214917758176,0.2585472318746341
